MovielID,Name,Gnere,Introduction,Director,Writers,Stars
2955,Penitentiary II (1982) ,Crime|Drama|Sport,"An ex-con, on parole and trying to straighten his life out, decides to resume his boxing career when one of his prison enemies escapes and kills his girlfriend.",Jamaa Fanaka,Jamaa Fanaka,Leon Isaac Kennedy|Glynn Turman|Ernie Hudson
2956,Someone to Watch Over Me (1987) ,Crime|Drama|Romance,A married New York cop falls for the socialite murder witness he's been assigned to protect.,Ridley Scott,Howard Franklin,Tom Berenger|Mimi Rogers|Lorraine Bracco
2957,Sparrows (1926) ,Drama,"Molly, the eldest child at a baby farm hidden deep in a swamp, must rescue the others when their cruel master decides that one of them will be disposed of.",William Beaudine|Tom McNamara,Winifred Dunn|George Marion Jr.,Mary Pickford|Roy Stewart|Mary Louise Miller
2958,Naturally Native (1998) ,Drama,"Three Native American sisters (Red-Horse, Bedard, Guerrero) decide to try to sell a line of cosmetics they call Naturally Native, based on old tribal remedies, only to have to fight an 
                    ",Jennifer Wynne Farmer|Valerie Red-Horse,Valerie Red-Horse,Valerie Red-Horse|Yvonne Russo|Irene Bedard
2959,Fight Club (1999) ,Drama,"An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much, much more.",David Fincher,Chuck Palahniuk|Jim Uhls,Brad Pitt|Edward Norton|Meat Loaf
2960,Beefcake (1998) ,Drama,"This film looks at the 1950's muscle men's magazines and the representative industry that were popular supposedly as health and fitness magazines, but were in reality primarily being 
                    ",Thom Fitzgerald,Thom Fitzgerald|Valentine Hooven,Daniel MacIvor|Joshua Peace|Jack Griffin Mazeika
2961,Ang kwento nating dalawa (2015) ,Drama|Romance,A young filmmaker and an aspiring writer struggle to make something out of their relationship.,Nestor Abrogena Jr.,Nestor Abrogena Jr.|Rob Jara,Nicco Manalo|Emmanuelle Vera|Brian Gabriel Corella
2962,Fever Pitch (1997) ,Comedy|Drama|Romance,A sports fan's romantic courtship clashes with his obsession with his favorite football team.,David Evans,Nick Hornby|Nick Hornby,Colin Firth|Ruth Gemmell|Luke Aikman
2963,Joe the King (1999) ,Crime|Drama,"A disadvantaged, abused, neglected, exploited but basically decent kid slips into criminality while trying to cope with his harsh, inescapable reality.",Frank Whaley,Frank Whaley,Noah Fleiss|Karen Young|Camryn Manheim
2964,Julien Donkey-Boy (1999) ,Comedy|Drama,A portrait of the effects of schizophrenia on family life is the central focus.,Harmony Korine,Harmony Korine,Ewen Bremner|Brian Fisk|Chloë Sevigny
2965,The Omega Code (1999) ,Action|Adventure|Fantasy,A rabbi in Jerusalem develops software that can unlock prophecies in the Torah. He's murdered and the software stolen. A powerful man uses it to gain world domination.,Robert Marcarelli,Stephan Blinn|Hollis Barton,Casper Van Dien|Michael York|Catherine Oxenberg
2966,The Straight Story (1999) ,Biography|Drama,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,David Lynch,John Roach|Mary Sweeney,Richard Farnsworth|Sissy Spacek|Jane Galloway Heitz
2967,The Bad Seed (1954)/The Bad Seed (1956)             ,Talk-Show,"The Bad Seed tells the story of Rhoda Penmark, the picture perfect child who harbors a villainous demeanour. The Bad Seed was a best selling book which was turned in to a Broadway sensation
                    ",,,Keith Chawgo|Vickie Rae|Jon Wilson
2968,Time Bandits (1981) ,Adventure|Comedy|Fantasy,"A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal.",Terry Gilliam,Michael Palin|Terry Gilliam,Sean Connery|Shelley Duvall|John Cleese
2969,Un homme et une femme (1966) ,Drama|Romance,"A widow and a widower find their relationship developing into love, but their past tragedies prove hard to overcome, causing them to proceed with utmost delicacy.",Claude Lelouch,Pierre Uytterhoeven,Anouk Aimée|Jean-Louis Trintignant|Pierre Barouh
2970,Fitzcarraldo (1982) ,Adventure|Drama,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",Werner Herzog,Werner Herzog,Klaus Kinski|Claudia Cardinale|José Lewgoy
2971,All That Jazz (1979) ,Drama|Music|Musical,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",Bob Fosse,Robert Alan Aurthur|Bob Fosse,Roy Scheider|Jessica Lange|Ann Reinking
2972,Hong gao liang (1988) ,Drama|History|Romance,"When a leprous winery owner in 1930s China dies a few days after his arranged marriage, his young widow is forced to run the winery to make a living while contending with bandits, her drunkard lover, and the invading Japanese army.",Yimou Zhang,Jianyu Chen|Yan Mo,Li Gong|Wen Jiang|Rujun Teng
2973,Crimes and Misdemeanors (1989) ,Comedy|Drama,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,Woody Allen,Woody Allen,Martin Landau|Woody Allen|Bill Bernstein
2974,Bats (1999) ,Horror|Sci-Fi|Thriller,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,Louis Morneau,John Logan,Lou Diamond Phillips|Dina Meyer|Bob Gunton
2975,The Best Man (1999) ,Comedy|Drama|Romance,"Just before best friend's wedding, the life of Chicago writer becomes crazy when the friend guesses that new book's story based on his bride's fervent past.",Malcolm D. Lee,Malcolm D. Lee,Taye Diggs|Nia Long|Morris Chestnut
2976,Bringing Out the Dead (1999) ,Drama|Thriller,"Haunted by the patients he failed to save, an extremely burned-out Manhattan ambulance paramedic fights to maintain his sanity over three fraught and turbulent nights.",Martin Scorsese,Joe Connelly|Paul Schrader,Nicolas Cage|Patricia Arquette|John Goodman
2977,Crazy in Alabama (1999) ,Comedy|Crime|Drama,An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff.,Antonio Banderas,Mark Childress|Mark Childress,Melanie Griffith|David Morse|Lucas Black
2978,Three to Tango (1999) ,Comedy|Romance,"A rich businessman's assumption that his new colleague is gay leads him to ask the man to keep an eye on his mistress. However, the man is not gay, and begins to fall for the woman himself.",Damon Santostefano,Rodney Patrick Vaccaro|Rodney Patrick Vaccaro,Neve Campbell|Matthew Perry|Dylan McDermott
2979,Body Shots (1999) ,Drama,"A tale of the mysterious, but necessary, mating ritual between men and women of today and everything they think about sex but are afraid to say.",Michael Cristofer,David McKenna,Joe Basile|Scott Burkholder|Liz Coke
2980,Men Cry Bullets (1998) ,Comedy|Drama,"A young man wants to be a female impersonator, but gets mocked in his very first performance by a fierce older woman. He finds out where she lives and goes to her house expecting an apology
                    ",Tamara Hernandez,Tamara Hernandez,Steven Nelson|Honey Lauren|Jeri Ryan
2981,Brother Can You Spare a Dime (1975) ,Documentary,A nostalgic look back at the Great Depression with contemporary archival footage and film clips picturing James Cagney as an American Everyman.,Philippe Mora,Philippe Mora,Laverne Andrews|Maxene Andrews|Patty Andrews
2982,The Guardian (1990) ,Drama|Horror|Mystery,A young couple with a newborn baby don't realize that the nanny they hired is a magical nymph who sacrifices infants to an evil tree.,William Friedkin,Dan Greenburg|Stephen Volk,Jenny Seagrove|Dwier Brown|Carey Lowell
2983,The Ipcress File (1965) ,Thriller,"In London, a counter espionage Agent deals with his own bureaucracy while investigating the kidnapping and brainwashing of British scientists.",Sidney J. Furie,Len Deighton|W.H. Canaway,Michael Caine|Nigel Green|Guy Doleman
2984,On Any Sunday (1971) ,Documentary|Sport,"Documentary on motorcycle racing featuring stars of the sport, including film star Steve McQueen, a racer in his own right.",Bruce Brown,,Steve McQueen|Dave Aldana|Mark Brelsford
2985,RoboCop (1987) ,Action|Crime|Sci-Fi,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",Paul Verhoeven,Edward Neumeier|Michael Miner,Peter Weller|Nancy Allen|Dan O'Herlihy
2986,RoboCop 2 (1990) ,Action|Crime|Sci-Fi,"Cyborg law enforcer RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.",Irvin Kershner,Edward Neumeier|Michael Miner,Peter Weller|Nancy Allen|Belinda Bauer
2987,Who Framed Roger Rabbit (1988) ,Animation|Adventure|Comedy,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,Robert Zemeckis,Gary K. Wolf|Jeffrey Price,Bob Hoskins|Christopher Lloyd|Joanna Cassidy
2988,Melvin and Howard (1980) ,Comedy|Drama,"The story of hard-luck Melvin E. Dummar, who claimed to have received a will naming him an heir to the fortune of Howard Hughes.",Jonathan Demme,Bo Goldman,Paul Le Mat|Jason Robards|Elizabeth Cheshire
2989,For Your Eyes Only (1981) ,Action|Adventure|Thriller,"James Bond is assigned to find a missing British vessel, equipped with a weapons encryption device and prevent it from falling into enemy hands.",John Glen,Richard Maibaum|Michael G. Wilson,Roger Moore|Carole Bouquet|Topol
2990,Licence to Kill (1989) ,Action|Adventure|Thriller,"After capturing a drug lord, Felix Leiter is left for dead and his wife is murdered. James Bond goes rogue and seeks vengeance on those responsible, as he infiltrates an organisation posing as a hitman.",John Glen,Michael G. Wilson|Richard Maibaum,Timothy Dalton|Robert Davi|Carey Lowell
2991,Live and Let Die (1973) ,Action|Adventure|Thriller,James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.,Guy Hamilton,Tom Mankiewicz,Roger Moore|Yaphet Kotto|Jane Seymour
2992,Rawhead Rex (1986) ,Fantasy|Horror|Mystery,An ancient creature called Rawhead is awakened from its slumber near an Irish village and goes on a rampage killing anyone in sight.,George Pavlou,Clive Barker,David Dukes|Kelly Piper|Hugh O'Conor
2993,Thunderball (1965) ,Action|Adventure|Thriller,James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,Terence Young,Richard Maibaum|John Hopkins,Sean Connery|Claudine Auger|Adolfo Celi
2994,Sex and the City             ,Comedy|Drama|Romance,Four female New Yorkers gossip about their sex lives (or lack thereof) and find new ways to deal with being a woman in the late 1990s.,Darren Star,,Sarah Jessica Parker|Kim Cattrall|Kristin Davis
2995,House on Haunted Hill (1999) ,Crime|Fantasy|Horror,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",William Malone,Robb White|Dick Beebe,Geoffrey Rush|Famke Janssen|Taye Diggs
2996,Music of the Heart (1999) ,Drama|Music,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.,Wes Craven,Pamela Gray,Meryl Streep|Cloris Leachman|Henry Dinhofer
2997,Being John Malkovich (1999) ,Comedy|Drama|Fantasy,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,Spike Jonze,Charlie Kaufman,John Cusack|Cameron Diaz|Catherine Keener
2998,Dreaming of Joseph Lees (1999) ,Romance|Drama,A young woman in rural 1950s England becomes involved in a scandalous love triangle that will inevitably leave someone behind to suffer the consequences.,Eric Styles,Catherine Linstrum,Rupert Graves|Samantha Morton|Nicholas Woodeson
2999,Man of the Century (1999) ,Comedy|Romance,"Fantasy-comedy about a young man who lives as if it is 1928 or so, and his encounters with modern-day women and modern-day criminals.",Adam Abraham,Adam Abraham|Gibson Frazier,Gibson Frazier|Cara Buono|Ian Edwards
3000,Mononoke-hime (1997) ,Animation|Action|Adventure,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Hayao Miyazaki,Hayao Miyazaki|Neil Gaiman,Yôji Matsuda|Yuriko Ishida|Yûko Tanaka
3001,The Suburbans (1999) ,Comedy|Drama,"A 1980s one-hit wonder band named ""The Suburbans"" reform for a special performance at one of the ex-member's wedding. At the wedding, a young record company talent scout happens to be in 
                    ",Donal Lardner Ward,Donal Lardner Ward|Tony Guma,Donal Lardner Ward|Tony Guma|Craig Bierko
3002,Mein liebster Feind - Klaus Kinski (1999) ,Documentary|Biography,"In the 1950s, an adolescent Werner Herzog was transfixed by a film performance of the young Klaus Kinski. Years later, they would share an apartment where, in an unabated, forty-eight-hour 
                    ",Werner Herzog,,Werner Herzog|Klaus Kinski|Claudia Cardinale
3003,Train de vie (1998) ,Comedy|Drama|War,"In 1941, the inhabitants of a small Jewish village in Central Europe organize a fake deportation train so that they can escape the Nazis and flee to Palestine.",Radu Mihaileanu,Radu Mihaileanu|Moni Ovadia,Lionel Abelanski|Rufus|Clément Harari
3004,The Bachelor (1999) ,Comedy|Romance,"A commitment-phobic man goes in search of a bride, including his fed-up girlfriend, to inherit his grandfather's one hundred million dollar inheritance.",Gary Sinyor,Roi Cooper Megrue|Jean C. Havez,Chris O'Donnell|Renée Zellweger|Artie Lange
3005,Lincoln Rhyme: Hunt for the Bone Collector             ,Crime|Drama|Mystery,A retired forensic criminologist teams up with an ambitious young detective to help capture some of the most dangerous criminals in America.,Mark Bianculli|VJ Boyd,,Russell Hornsby|Arielle Kebbel|Roslyn Ruff
3006,The Insider (1999) ,Biography|Drama|Thriller,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,Michael Mann,Marie Brenner|Eric Roth,Russell Crowe|Al Pacino|Christopher Plummer
3007,American Movie (1999) ,Documentary|Comedy,Documentary about an aspiring filmmaker's attempts to finance his dream project by finally completing the low-budget horror film he abandoned years before.,Chris Smith,,Mark Borchardt|Mike Schank|Tom Schimmels
3008,Last Night (1998) ,Comedy|Drama|Romance,A group of very different individuals with different ideas of how to face the end come together as the world is expected to end in six hours at the turn of the century.,Don McKellar,Don McKellar,Don McKellar|Sandra Oh|Roberta Maxwell
3009,Portraits chinois (1996) ,Comedy|Romance,"Ada and Lise are both costume designers, the first is around 20, the other around 30. Both are working hard on their break through. There are also jobs for the movies. This is where Lise 
                    ",Martine Dugowson,Martine Dugowson|Peter Chase,Helena Bonham Carter|Romane Bohringer|Marie Trintignant
3010,Rosetta (1999) ,Drama,"Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job.",Jean-Pierre Dardenne|Luc Dardenne,Jean-Pierre Dardenne|Luc Dardenne,Émilie Dequenne|Fabrizio Rongione|Anne Yernaux
3011,"They Shoot Horses, Don't They? (1969) ",Drama,The lives of a disparate group of contestants intertwine in an inhumanely grueling dance marathon.,Sydney Pollack,Horace McCoy|James Poe,Jane Fonda|Michael Sarrazin|Susannah York
3012,Battling Butler (1926) ,Action|Comedy|Romance,A love-struck weakling must pretend to be boxer in order to gain respect from the family of the girl he loves.,Buster Keaton,Paul Gerard Smith|Al Boasberg,Buster Keaton|Snitz Edwards|Sally O'Neil
3013,Bride of Re-Animator (1990) ,Comedy|Horror|Sci-Fi,Doctors Herbert West and Dan Cain discover the secret to creating human life and proceed to create a perfect woman from dead tissue.,Brian Yuzna,Rick Fry|Woody Keith,Jeffrey Combs|Bruce Abbott|Claude Earl Jones
3014,Bustin' Loose (1981) ,Comedy|Drama,The director of a foster home is forced to move her kids from Philadelphia to Seattle in a broken-down bus driven by a fast-talking parolee assigned to the task. A hilarious road trip adventure.,Oz Scott|Michael Schultz,Lonne Elder III|Richard Pryor,Richard Pryor|Cicely Tyson|Angel Ramirez Jr.
3015,Coma (1978) ,Drama|Horror|Mystery,When a young female doctor notices an unnatural amount of comas occurring in her hospital she uncovers a horrible conspiracy.,Michael Crichton,Michael Crichton|Robin Cook,Michael Douglas|Rip Torn|Geneviève Bujold
3016,Creepshow (1982) ,Comedy|Fantasy|Horror,An anthology which tells five terrifying tales inspired by the E.C. horror comic books of the 1950s.,George A. Romero,Stephen King,Hal Holbrook|Leslie Nielsen|Adrienne Barbeau
3017,Creepshow 2 (1987) ,Fantasy|Horror,"Three more bone-chilling tales that include a vengeful wooden Native American, a monstrous blob in a lake, and a hitchhiker who wants revenge and will not die.",Michael Gornick,Stephen King|George A. Romero,George Kennedy|Lois Chiles|Domenick John
3018,Re-Animator (1985) ,Comedy|Horror|Sci-Fi,"After an odd new medical student arrives on campus, a dedicated local and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue.",Stuart Gordon,H.P. Lovecraft|Dennis Paoli,Jeffrey Combs|Bruce Abbott|Barbara Crampton
3019,Drugstore Cowboy (1989) ,Crime|Drama,A pharmacy-robbing dope fiend and his crew pop pills and evade the law.,Gus Van Sant,James Fogle|Gus Van Sant,Matt Dillon|Kelly Lynch|James Le Gros
3020,Falling Down (1993) ,Crime|Drama|Thriller,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,Joel Schumacher,Ebbe Roe Smith,Michael Douglas|Robert Duvall|Barbara Hershey
3021,The Funhouse (1981) ,Horror,"Four teenagers visit a local carnival for a night of innocent amusement. They soon discover, however, that there is nothing innocent or amusing there at all.",Tobe Hooper,Lawrence J. Block,Elizabeth Berridge|Shawn Carson|Jeanne Austin
3022,General Motors Around the World (1927) ,Documentary,Add a Plot »,,,
3023,My Best Girl (1927) ,Comedy|Romance,"A department store's stock girl falls in love with a co-worker, the son of the store's manager; the feeling is mutual though he is engaged to a debutante and focusing on becoming successful without the influence of his father.",Sam Taylor,Kathleen Norris|Allen McNeil,Mary Pickford|Charles 'Buddy' Rogers|Sunshine Hart
3024,Piranha (1978) ,Comedy|Horror|Sci-Fi,"When flesh-eating piranhas are accidentally released into a summer resort's rivers, the guests become their next meal.",Joe Dante,Richard Robinson|John Sayles,Bradford Dillman|Heather Menzies-Urich|Kevin McCarthy
3025,Rough Night in Jericho (1967) ,Romance|Western,A former deputy and a strong-willed widow are determined to stop a ruthless town boss.,Arnold Laven,Sydney Boehm|Marvin H. Albert,Dean Martin|Jean Simmons|George Peppard
3026,Slaughterhouse (1987) ,Comedy|Horror,The owner of a slaughterhouse facing foreclosure instructs his obese and mentally disabled son to go on a killing spree against the people who want to buy his property.,Rick Roessler,Rick Roessler,Joe B. Barton|Don Barrett|Sherry Leigh
3027,Slaughterhouse-Five (1972) ,Comedy|Drama|Sci-Fi,Billy Pilgrim has mysteriously become unstuck in time. He goes on an uncontrollable trip back and forth from his birth in New York to life on a distant planet and back again to the horrors of the 1945 fire-bombing of Dresden.,George Roy Hill,Kurt Vonnegut Jr.|Stephen Geller,Michael Sacks|Ron Leibman|Eugene Roche
3028,The Bolshoi Ballet: Live From Moscow - The Taming of the Shrew (2017) ,,Add a Plot »,,,
3029,Nighthawks (1981) ,Action|Crime|Thriller,"When one of Europe's most lethal terrorists shows up in New York, an elite undercover cop is assigned to take him down by any means necessary.",Bruce Malmuth|Gary Nelson,David Shaber|David Shaber,Sylvester Stallone|Rutger Hauer|Billy Dee Williams
3030,Yôjinbô (1961) ,Action|Drama|Thriller,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Akira Kurosawa,Akira Kurosawa|Akira Kurosawa,Toshirô Mifune|Eijirô Tôno|Tatsuya Nakadai
3031,Repossessed (1990) ,Comedy|Fantasy|Horror,"Parody of The Exorcist (1973), with Linda Blair once again possessed by Satan, and Leslie Nielsen as the exorcist.",Bob Logan,Bob Logan,Leslie Nielsen|Linda Blair|Ned Beatty
3032,The Omega Man (1971) ,Action|Drama|Sci-Fi,Biological war has decimated life on Earth. Los Angeles is a windswept ghost town where Robert Neville tools his convertible through sunlit streets foraging for supplies.,Boris Sagal,John William Corrington|Joyce Hooper Corrington,Charlton Heston|Anthony Zerbe|Rosalind Cash
3033,Spaceballs (1987) ,Adventure|Comedy|Sci-Fi,"A hero and his trusty half-man, half-dog set out to rescue a kidnapped princess from the clutches of an evil despot.",Mel Brooks,Mel Brooks|Thomas Meehan,Mel Brooks|John Candy|Rick Moranis
3034,Robin Hood (1973) ,Animation|Adventure|Comedy,The story of the legendary British outlaw is portrayed with the characters as humanoid animals.,Wolfgang Reitherman|David Hand,Larry Clemmons|Ken Anderson,Brian Bedford|Phil Harris|Roger Miller
3035,Mister Roberts (1955) ,Comedy|Drama|War,"In the waning days of World War II, the United States Navy cargo ship Reluctant and her crew are stationed in the ""backwater"" areas of the Pacific Ocean. Trouble ensues when the crew members are granted liberty.",John Ford|Mervyn LeRoy,Frank S. Nugent|Joshua Logan,Henry Fonda|James Cagney|William Powell
3036,La guerre du feu (1981) ,Adventure|Drama|History,This story takes place in prehistoric time when three tribesmen search for a new fire source.,Jean-Jacques Annaud,Gérard Brach|J.H. Rosny Sr.,Everett McGill|Ron Perlman|Nicholas Kadi
3037,Little Big Man (1970) ,Adventure|Comedy|Drama,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer.",Arthur Penn,Thomas Berger|Calder Willingham,Dustin Hoffman|Faye Dunaway|Chief Dan George
3038,A Face in the Crowd (1957) ,Drama|Music,A female radio reporter turns a folk-singing drifter into a powerful media star.,Elia Kazan,Budd Schulberg|Budd Schulberg,Andy Griffith|Patricia Neal|Anthony Franciosa
3039,Trading Places (1983) ,Comedy,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.,John Landis,Timothy Harris|Herschel Weingrod,Eddie Murphy|Dan Aykroyd|Ralph Bellamy
3040,Meatballs (1979) ,Comedy,Wacky hijinks of counselors and campers at a less-than-average summer camp.,Ivan Reitman,Len Blum|Daniel Goldberg,Bill Murray|Harvey Atkin|Kate Lynch
3041,Meatballs Part II (1984) ,Comedy,Second in the series of Meatball movies. A group of kids attempt to save a summer camp that's a financial failure.,Ken Wiederhorn,Martin Kitrosser|Carol Watson,Richard Mulligan|Hamilton Camp|John Mengatti
3042,Meatballs III: Summer Job (1986) ,Comedy|Fantasy|Romance,The ghost of a dead porn star comes to Earth to help a nerd with his sex life.,George Mendeluk,Janis Allen|Len Blum,Sally Kellerman|Patrick Dempsey|Al Waxman
3043,Meatballs 4 (1992) ,Comedy,"Ricky is the hottest water-ski instructor around and he has just be rehired by his former employer/camp to whip up attendance. But the camp is in serious financial trouble and the owner of 
                    ",Bob Logan,Bob Logan,Corey Feldman|Jack Nance|Sarah Douglas
3044,Dead Again (1991) ,Crime|Drama|Mystery,"A woman who has lost her memory is taken in by a Los Angeles orphanage, and a private eye is enlisted to track down her identity, but he soon finds that he might have a past life connection to her that endangers their lives.",Kenneth Branagh,Scott Frank,Kenneth Branagh|Emma Thompson|Andy Garcia
3045,Peter's Friends (1992) ,Comedy|Drama|Romance,"Six former college friends, with two new friends, gather for a New Year's Eve weekend reunion at a large English countryside manor after ten years to reminisce about the good times now long gone.",Kenneth Branagh,Rita Rudner|Martin Bergman,Hugh Laurie|Stephen Fry|Emma Thompson
3046,The Incredibly True Adventure of Two Girls in Love (1995) ,Comedy|Drama|Romance,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,Maria Maggenti,Maria Maggenti,Laurel Holloman|Nicole Ari Parker|Maggie Moore
3047,Experience Preferred But Not Essential (1982) ,Drama,"A shy, introverted young girl takes a summer job at a seaside resort in Wales. She finds the staff, the owners and patrons unlike anyone she has ever met before.",Peter Duffell,June Roberts|Jack Rosenthal,Elizabeth Edmonds|Sue Wallace|Geraldine Griffiths
3048,Under the Rainbow (1981) ,Comedy,"A visiting dignitary, a CIA agent, a Nazi spy, Japanese tourists, an assassin and a group of ""midget"" actors from The Wizard of Oz (1939) all check into an elite Los Angeles hotel called Under the Rainbow.",Steve Rash,Fred Bauer|Pat Bradley,Chevy Chase|Carrie Fisher|Eve Arden
3049,How I Won the War (1967) ,Comedy|War,An inept British World War II commander leads his troops through a series of misadventures in North Africa and Europe.,Richard Lester,Patrick Ryan|Charles Wood,Michael Crawford|John Lennon|Roy Kinnear
3050,Light It Up (1999) ,Drama|Thriller,A group of teens are bent on improving the run-down conditions of their high-school.,Craig Bolotin,Craig Bolotin,Usher|Forest Whitaker|Rosario Dawson
3051,Anywhere But Here (1999) ,Comedy|Drama,A mother and daughter search for success in Beverly Hills.,Wayne Wang,Mona Simpson|Alvin Sargent,Susan Sarandon|Natalie Portman|Hart Bochner
3052,Dogma (1999) ,Adventure|Comedy|Drama,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.,Kevin Smith,Kevin Smith,Ben Affleck|Matt Damon|Linda Fiorentino
3053,Joan of Arc (1999) ,Adventure|Biography|Drama,A young girl receives a vision that drives her to rid France of its oppressors.,Luc Besson,Andrew Birkin|Luc Besson,Milla Jovovich|John Malkovich|Rab Affleck
3054,Gekijô-ban poketto monsutâ - Myûtsû no gyakushû (1998) ,Animation|Action|Adventure,"Scientists genetically create a new Pokémon, Mewtwo, but the results are horrific and disastrous.",Kunihiko Yuyama|Michael Haigney,Satoshi Tajiri|Takeshi Shudo,Veronica Taylor|Rachael Lillis|Eric Stuart
3055,Felicia's Journey (1999) ,Drama|Thriller,"A young woman leaves Ireland to find her boyfriend in England, and while there is helped by a man hiding unsettling secrets.",Atom Egoyan,William Trevor|Atom Egoyan,Bob Hoskins|Arsinée Khanjian|Elaine Cassidy
3056,Oxygen (1999) ,Crime|Drama|Thriller,Two guys kidnap the wife of a rich man and bury her in a box with 24 hours of oxygen. Tough NYPD Detective Maddy and others get the case. Will they get to her in time?,Richard Shepard,Richard Shepard,Maura Tierney|Adrien Brody|James Naughton
3057,Where's Marlowe? (1998) ,Comedy|Mystery|Thriller,"After making a 3-hour fiasco about New York City's water supply, a two-man film crew decides to take it up a notch by documenting life in the private investigator offices of ""Boone and Murphy"".",Daniel Pyne,John Mankiewicz|Daniel Pyne,Miguel Ferrer|John Livingston|Yasiin Bey
3058,My Favorite Wife (1940) ,Comedy|Romance,"Missing for seven years and presumed dead, a woman returns home on the day of her husband's second marriage.",Garson Kanin,Bella Spewack|Sam Spewack,Irene Dunne|Cary Grant|Randolph Scott
3059,British Intelligence (1940) ,Romance|Thriller|War,"Although the home of cabinet minister Arthur Bennett is a hotbed of spies, moles, and double agents, no one knows the true identity of notorious German spymaster Strendler.",Terry O. Morse,Lee Katz|Anthony Paul Kelly,Boris Karloff|Margaret Lindsay|Bruce Lester
3060,The Commitments (1991) ,Comedy|Drama|Music,"Jimmy Rabbitte, an unemployed Dublin boy, decides to put together a soul band made up entirely of the Irish working class.",Alan Parker,Roddy Doyle|Dick Clement,Robert Arkins|Michael Aherne|Angeline Ball
3061,Holiday Inn (1942) ,Comedy|Drama|Music,"At an inn which is open only on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer.",Mark Sandrich|Robert Allen,Claude Binyon|Elmer Rice,Bing Crosby|Fred Astaire|Marjorie Reynolds
3062,The Longest Day (1962) ,Action|Drama|History,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",Ken Annakin|Andrew Marton,Cornelius Ryan|Cornelius Ryan,John Wayne|Robert Ryan|Richard Burton
3063,Poison Ivy (1992) ,Drama|Thriller,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,Katt Shea,Melissa Goddard|Andy Ruben,Drew Barrymore|Sara Gilbert|Tom Skerritt
3064,Poison Ivy: The New Seduction (1997) ,Drama|Thriller,A sinister seductress vows to destroy a suburban family.,Kurt Voss,Karen Kelly,Jaime Pressly|Megan Edwards|Michael Des Barres
3065,Nothing to Lose (1995) ,Drama,"Ray and his good friends grew up in their working class neighbourhood. Ray is a salesman but dreams of something more: he wants his own business, and wants to marry his childhood sweetheart
                    See full synopsis »",Eric Bross,Eric Bross|Tom Cudworth,Adrien Brody|Michael Gallagher|Sybil Darrow
3066,Tora! Tora! Tora! (1970) ,Action|Drama|History,"The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness.",Richard Fleischer|Kinji Fukasaku,Larry Forrester|Hideo Oguni,Martin Balsam|Sô Yamamura|Jason Robards
3067,Mujeres al borde de un ataque de "nervios" (1988) ,Comedy|Drama,A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.,Pedro Almodóvar,Pedro Almodóvar,Carmen Maura|Antonio Banderas|Julieta Serrano
