MovielID,Name,Gnere,Introduction,Director,Writers,Stars
1307,Carmen Miranda: Bananas Is My Business (1995) ,Documentary|Biography|Music,"A biography of the Portuguese-Brazilian singer Carmen Miranda, whose most distinctive feature was her tutti frutti hat. She came to the US as the ""Brazilian Bombshell"" and was a Broadway …",Helena Solberg,Helena Solberg,Helena Solberg|Eric Barreto|Cynthia Adler
1308,Babyfever (1994) ,Comedy|Drama,"Gena is an average woman who is torn between her current boyfriend's desire to marry her and start a family, and the unexpected arrival of an old boyfriend wanting to pick up where they …",Victoria Foyt|Henry Jaglom,Victoria Foyt|Henry Jaglom,Victoria Foyt|Matt Salinger|Frances Fisher
1309,A Very Natural Thing (1974) ,Drama|Romance,"A poignant romantic drama examines the life of gay 26 year old, ex-monk, school teacher living in Manhattan. When he meets a man at a gay bar, they connect and are soon living together. Unfortunately their views on monogamy don't match.",Christopher Larkin,Joseph Coencas|Joseph Coencas,Robert McLane|Curt Gareth|Bo White
1310,A Walk in the Sun (1945) ,Drama|War,"During WWII, a platoon of American soldiers trudge through the Italian countryside in search of a bridge they have been ordered to blow up, encountering danger and destruction along the way.",Lewis Milestone,Harry Brown|Robert Rossen,Dana Andrews|Richard Conte|George Tyne
1311,Waiting to Exhale (1995) ,Comedy|Drama|Romance,"Based on Terry McMillan's novel, this film follows four very different African-American women and their relationships with the male gender.",Forest Whitaker,Terry McMillan|Terry McMillan,Whitney Houston|Angela Bassett|Loretta Devine
1312,The Pompatus of Love (1995) ,Comedy|Drama|Romance,"Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women.",Richard Schenkman,Jon Cryer|Adam Oliensis,Adrian Pasdar|Paige Turco|Arabella Field
1313,Palmetto (1998) ,Crime|Drama|Mystery,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.,Volker Schl枚ndorff,James Hadley Chase|E. Max Frye,Woody Harrelson|Elisabeth Shue|Gina Gershon
1314,Surviving the Game (1994) ,Action|Adventure|Crime,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",Ernest R. Dickerson,Eric Bernt,Rutger Hauer|Ice-T|Charles S. Dutton
1315,Inventing the Abbotts (1997) ,Drama|Romance,Two working class brothers court three wealthy and beautiful sisters in a small Illinois town.,Pat O'Connor,Sue Miller|Ken Hixon,Liv Tyler|Jennifer Connelly|Joaquin Phoenix
1316,The Horse Whisperer (1998) ,Drama|Romance|Western,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,Robert Redford,Nick Evans|Eric Roth,Robert Redford|Kristin Scott Thomas|Sam Neill
1317,The Journey of August King (1995) ,Drama,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in April 1815. August King, a widower, is on his way home as he does every year after selling his ... ",John Duigan,John Ehle|John Ehle,Jason Patric|Thandie Newton|Larry Drake
1318,Catwalk (1995) ,Documentary,"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's …",Robert Leacock,,Christy Turlington|Azzedine Ala茂a|Giorgio Armani
1319,The Neon Bible (1995) ,Drama,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality ... ",Terence Davies,Terence Davies|John Kennedy Toole,Jacob Tierney|Drake Bell|Gena Rowlands
1320,Homage (1995) ,Drama|Thriller,"In New Mexico, the widow and former teacher Katherine Samuel reluctantly hires the lonely mathematician and genius Archie Landrum to be her gardener and soon they become good friends. When …",Ross Kagan Marks,Mark Medoff|Mark Medoff,Blythe Danner|Frank Whaley|Sheryl Lee
1321,Celtic: The Wim Jansen Season - 1997/98             ,Documentary,,Tony Nellany,,Tom Boyd|Craig Burley|Simon Donnelly
1322,M茅tisse (1993) ,Comedy|Romance,"Lola is pregnant. But she does not know who the father is : Jamal, the black muslim, son of diplomats, or Felix, the pennyless jewish messenger. Jamal and Felix meet at Lola's, and the race…",Mathieu Kassovitz,Mathieu Kassovitz,Julie Mauduech|Hubert Kound茅|Mathieu Kassovitz
1323,Wu Kui (1994) ,Drama,"Camels carry a bride to her groom's house; he is a wealthy tofu maker and the bride's father is in debt to him. Leading the caravan is Kui, a strong, courageous, and naive peasant. Bandits …",Jianxin Huang,Zhengguang Yang|Jia Pingau,Shih Chang|Lan Wang|Yumei Wang
1324,Loaded (1994) ,Drama|Thriller|Mystery,"Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, …",Anna Campion,Anna Campion,Oliver Milburn|Dearbhla Molloy|Danny Cunningham
1325,August (1996) ,Comedy|Drama|Romance,"Chekov's Uncle Vanya, transposed to turn-of-the-century North Wales, where the peace and tranquility of a country house is disturbed by the arrival of the estate's tyrannical owner and his ...  ",Anthony Hopkins,Julian Mitchell|Julian Mitchell,Anthony Hopkins|Leslie Phillips|Kate Burton
1326,Boys (1996) ,Drama|Mystery|Romance,"Patty Vare falls off a horse and is found unconscious by preparatory school student John Baker. He takes her to his dormitory. As he quickly discovers, she is hiding from something. For ... ",Stacy Cochran,Stacy Cochran|James Salter,Winona Ryder|Lukas Haas|John C. Reilly
1327,Captives (1994) ,Crime|Drama|Romance,"A beautiful young dentist (Ormond) working in a tough British prison starts to become attracted to a violent inmate (Roth) after the break-up of her marriage, and embarks upon an illicit …",Angela Pope,Frank Deasy,Julia Ormond|Tim Roth|Keith Allen
1328,Of Love and Shadows (1994) ,Drama|Romance|Thriller,"Chile 1973 is ruled by the dictator Pinochet. The wealthy don't see the violence, terror, executions etc. including Irene. She's engaged to an officer in the fascist military. She meets Francisco who opens her eyes to truth and love.",Betty Kaplan,Isabel Allende|Donald Freed,Antonio Banderas|Jennifer Connelly|Stefania Sandrelli
1329,Low Life (1994) ,,,John L'Ecuyer,John L'Ecuyer,
1330,Un 茅t茅 inoubliable (1994) ,Drama|Romance|War,"Romania in the 1920s. Marie-Th茅r猫se Von Debretsy (Dame Kristin Scott Thomas) refuses the advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to …",Lucian Pintilie,Lucian Pintilie|Petru Dumitriu,Kristin Scott Thomas|Claudiu Bleont|Olga Tudorache
1331,"The Last Klezmer: Leopold Kozlowski, His Life and Music (1994) ",Documentary|Music,,Yale Strom,,Leopold Kozlowski
1332,En compagnie d'Antonin Artaud (1993) ,Biography|Drama,"May, 1946, in Paris young poet Jacques Prevel meets Antonin Artaud, the actor, artist and writer just released from a mental asylum. Over ten months, we follow the mad Artaud from his cruel...    ",G茅rard Mordillat,G茅rard Mordillat|Jacques Prevel,Sami Frey|Marc Barb茅|Julie J茅z茅quel
1333,Sibak (1994) ,Crime|Drama,Three young and good-looking brothers live with and support their parents in Manila; they dance at the male Club Exotica and work as "call boys." Joel has a wife and child; he and Dennis ... ,Mel Chionglo,Ricardo Lee|Ricardo Lee,Alex Del Rosario|Gandong Cervantes|Lawrence David
1334,Somebody to Love (1994) ,Comedy|Drama,"Mercedes is a taxi dancer who wants to be an actress. She's involved with the married Harry, who considers himself a respected actor. Ernesto is in love with Mercedes, but he doesn't dance or have money.",Alexandre Rockwell,Sergei Bodrov|Alexandre Rockwell,Rosie Perez|Harvey Keitel|Anthony Quinn
1335,American Buffalo (1996) ,Drama,Long-repressed feelings of bitterness and betrayal explode when three inner-city losers plot the robbery of a valuable coin in a seedy second-hand junk shop.,Michael Corrente,David Mamet|David Mamet,Dustin Hoffman|Dennis Franz|Sean Nelson
1336,Kazaam (1996) ,Comedy|Family|Fantasy,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",Paul Michael Glaser,Paul Michael Glaser|Christian Ford,Shaquille O'Neal|Francis Capra|Ally Walker
1337,Larger Than Life (1996) ,Comedy|Family,A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,Howard Franklin,Roy Blount Jr.|Pen Densham,Bill Murray|Matthew McConaughey|Jerry Adler
1338,Two Deaths (1995) ,Drama|War,"A tale of power, passion, and obsession set in a politically torn Eastern European country.",Nicolas Roeg,Stephen Dobyns|Allan Scott,S么nia Braga|Patrick Malahide|Ion Caramitru
1339,Stefano Quantestorie (1993) ,Comedy|Drama,"What would it have happened if...? Italian director Maurizio Nichetti replies to this question in this humorous film, where he plays six different roles who meet one another in a way or ... ",Maurizio Nichetti,Maurizio Nichetti|Maurizio Nichetti,Maurizio Nichetti|Elena Sofia Ricci|Amanda Sandrelli
1340,The Crude Oasis (1993) ,Drama|Romance|Thriller,"Lonely Kansas housewife Karen Webb despondent about her love life, her husband Jim Webb coldness and philandering, has a strong urge to change her future. Karen discovers the truth about …",Alex Graves,Alex Graves,Jennifer Taylor|Aaron Shields|Robert Peterson
1341,Hedd Wyn (1992) ,Drama|Romance|War,"A young poet living in the North Wales countryside competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, a tradition dating back a ...  ",Paul Turner,Alan Llwyd,Huw Garmon|Catrin Fychan|Ceri Cunnington
1342,O Convento (1995) ,Drama|Mystery,"The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: …",Manoel de Oliveira,Manoel de Oliveira|Agustina Bessa-Lu铆s,Catherine Deneuve|John Malkovich|Lu铆s Miguel Cintra
1343,Lotto Land (1995) ,Drama,"This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of …",John Rubino,John Rubino,Lawrence Gilliard Jr.|Wendell Holmes|Barbara Gonzalez
1344,Xinghua san yue tian (1994) ,Drama|Romance,"In Northern China, Xinghua lives with her husband, who makes money by selling stones from the Great Wall. But she is unable to give him a son to inherit this wealth. When her husband …",Li Yin,Ling Shi,Wenli Jiang|Xingli Niu|Shaojun Tian
1345,Tian guo ni zi (1994) ,Crime|Drama|Mystery,Guan Jian wants to report the murder of his father who died 10 years ago. The alleged murderer whom Guan Jian accuses of the crime is his own mother.,Ho Yim,Hing-Dong Wong|Ho Yim,Gaowa Siqin|Tsung-Hua Tou|Jingwu Ma
1346,Goof Troop             ,Animation|Adventure|Comedy,"The classic Disney character Goofy is a single father raising his son, Max, in Spoonerville. Pete, a frequent antagonist from the old cartoons, lives next door with his family.",,,Rob Paulsen|April Winchell|Jim Cummings
1347,Narayama bushik么 (1958) ,Drama,A kabuki theatre-inflected story about a poor village whose people have to be carried to a nearby mountain to die once they get old.,Keisuke Kinoshita,Shichir么 Fukazawa|Keisuke Kinoshita,Kinuyo Tanaka|Teiji Takahashi|Y没ko Mochizuki
1348,Un week-end sur deux (1990) ,Drama,"Camille, a mercurial C茅sar-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked …",Nicole Garcia,Anne-Marie Etienne|Jacques Fieschi,Nathalie Baye|Joachim Serreau|F茅licie Pasotti
1349,Mille bolle blu (1993) ,Comedy|Romance,"The movie tells the little stories of a group of families who live in the same building in Rome as seen from the eyes of Sandrino, a little kid who is awaiting for a total eclipse of the ... ",Leone Pompucci,Filippo Pichi|Filippo Pichi,Carla Benedetti|Matteo Fadda|Giacomo Fadda
1350,Wuya yu maque (1949) ,Drama,A story of a corrupt party official who attempts to sell an apartment building he has appropriated from the original owner and the struggles of the tenants to prevent themselves being thrown onto the street.,Junli Zheng,Baichen Chen|Gu Liu,Dan Zhao|Yinyan Wu|Daolin Sun
1351,Lover's Knot (1995) ,Comedy|Romance,"Steve Hunter (Billy Campbell) and Megan Forrester (Jennifer Gray), unbeknownst to them, are being guided and ""advised"" by one of Cupid's caseworkers (Tim Curry), who has been struggling to …",Peter Shaner,Peter Shaner,Billy Campbell|Jennifer Grey|Tim Curry
1352,Schatten der Engel (1976) ,Drama,"Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, …",Daniel Schmid,Rainer Werner Fassbinder|Daniel Schmid,Ingrid Caven|Rainer Werner Fassbinder|Annemarie D眉ringer
1353,06 (1994) ,Romance|Drama,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a …",Theo van Gogh,Johan Doesburg|Johan Doesburg,Ariane Schluter|Ad van Kempen
1354,Venice/Venice (1992) ,Drama,Dean is a maverick American film director surprised that his most recent film has been chosen as the Official U.S. Entry at the Venice Film Festival. A beautiful French journalist arrives …,Henry Jaglom,Henry Jaglom,Nelly Alard|Henry Jaglom|Melissa Leo
1355,Infinity (1996) ,Biography|Drama,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,Matthew Broderick,Richard Feynman|Ralph Leighton,Matthew Broderick|Patricia Arquette|Jeffrey Force
1356,Ed's Next Move (1996) ,Romance|Comedy,"Ed lives in Wisconsin, but he's just been dumped by his girlfriend. So he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the …",John Walsh,John Walsh,Matt Ross|Catherine Curtin|Timothy Pilato
1357,The Night and the Moment (1994) ,Drama,A young marchioness who loves the way of free-thinking and flatterers invites an author into her house who pretends to seduce her...,Anna Maria Tat貌,Jean-Claude Carri猫re|Claude-Prosper de Jolyot Crebillon,Ivan Bacciocchi|Jean-Claude Carri猫re|Axelle Cummings
1358,The Deadly Cure             ,Crime|Drama|Mystery,"After being shot while on a stakeout, Mac witnesses a murder in the hospital while partially under sedation while awaiting surgery. Everyone thinks Mac's story is a hallucination, but he's convinced one of the doctors murdered a patient.",James Sheldon,Leonard Stern|Richard Danus,Rock Hudson|Susan Saint James|John Schuck
1359,Boys in Love (1996) ,,"Four short films explore love, growth, and pain in intimate relationships between men. In ""Death in Venice, CA,"" a stressed-out academic succumbs to the temptations of his landlady's 17-…",George Camarda|P. David Ebersole,Terracino,
1360,La vie sexuelle des Belges 1950-1978 (1994) ,Biography|Comedy|Romance,"A semi-autobiography of the first 28 years of the director, the Flemish anarchist Jan Bucquoy.",Jan Bucquoy,Jan Bucquoy,Jean-Henri Comp猫re|Noe Francq|Isabelle Legros
1361,The Search for One-eye Jimmy (1994) ,Comedy,Les is making a film about his old neighborhood in Brooklyn. One-eye Jimmy goes missing and Les switches to making a film about Jimmy and the people searching.,Sam Henry Kass,Sam Henry Kass,Holt McCallany|Michael Badalucco|Nicholas Turturro
1362,American Strays (1996) ,Action|Comedy,"The film is three stories about one story, featuring an exciting and quirky cast of characters living on the edge.",Michael Covert,Michael Covert,Scott Plank|Melora Walters|John Savage
1363,The Leopard Son (1996) ,Documentary,"Follows the coming of age of a young leopard on the Serengeti Plain, filmed over three years by Dutch naturalist Hugo Van Lawick.",Hugo Van Lawick,Michael Olmert,John Gielgud
1364,Birds of Prey             ,Documentary|Talk-Show,"John Ross take viewers on a trip to Idaho's Sawtooth National Forest to study the behaviour and general lifestyle of raptors. With a wide variety of sizes and types, they have one thing …",,Casper Christensen|Jan Gintberg,Casper Christensen|Lars Hjortsh酶j|Jan Gl忙sel
1365,Johnny 100 Pesos: Cap铆tulo Dos (2017) ,Crime|Drama,"Emerging from twenty years locked away in jail, Johnny must now confront a heartless society to ensure that the son he never knew does not go down the same criminal path that he took in his youth.",Gustavo Graef Marino,Patricio Lynch,Armando Araiza|Luciana Echeverr铆a|Lucas Bolvar谩n
1366,JLG/JLG - autoportrait de d茅cembre (1994) ,Documentary|Drama,"Director Jean-Luc Godard reflects in this movie about his place in film history, the interaction of film industry and film as art, as well as the act of creating art.",Jean-Luc Godard,Jean-Luc Godard,Jean-Luc Godard|Genevi猫ve Pasquier|Denis Jad贸t
1367,Faust (1994) ,Animation|Comedy|Drama,An ordinary man is lured into a strange puppet theatre by a map and finds himself embroiled in a production of the Faustian legend.,Jan Svankmajer,Christian Dietrich Grabbe|Christopher Marlowe,Petr Cepek|Jan Kraus|Vladim铆r Kudla
1368,Mina Tannenbaum (1994) ,Drama,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and …,Martine Dugowson,Martine Dugowson,Romane Bohringer|Elsa Zylberstein|Florence Thomassin
1369,Il Cristo proibito (1951) ,Drama|Mystery|War,"Back in his village, former war prisoner Bruno Baldi is dead set on avenging his brother who has been shot by a German firing squad after being given away by a villager. But nobody wants to…",Curzio Malaparte,Curzio Malaparte,Raf Vallone|Rina Morelli|Alain Cuny
1370,J'ai pas sommeil (1994) ,Drama|Mystery|Romance,"A serial killer terrorizes Paris at night, but that doesn't stop Da茂ga and Th茅o from meeting up, and falling in love.",Claire Denis,Jean-Pol Fargeau|Claire Denis,Yekaterina Golubeva|Richard Courcet|Vincent Dupont
1371,Death Machine (1994) ,Action|Horror|Sci-Fi,"Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent …",Stephen Norrington,Stephen Norrington,Brad Dourif|Ely Pouget|William Hootkins
1372,Don't Talk to Strangers (1994) ,Crime|Thriller,"After Jane's first marriage collapses, she and her new husband Patrick Brody attempt to build a new life and move to a new state. However, her ex-husband follows them with a view to revenge.",Robert Michael Lewis,Neill D. Hicks|Jon George,Pierce Brosnan|Shanna Reed|Terry O'Quinn
1373,Good Morning (1971) ,,"A man wakes up hoping to have a good day, but reality keeps getting in the way.",Ken Greenwald,Denny Evans|Ken Greenwald,Roger Carroll|Vern Rowe
1374,Falling in Love Again (1980) ,Drama|Romance,"While struggling with his midlife crisis, Harry receives an invitation for his high school's reunion back so he takes Sue and their teenage kids on a cross-country car trip back to the Big Apple.",Steven Paul,Steven Paul|Ted Allan,Elliott Gould|Susannah York|Michelle Pfeiffer
1375,The Cement Garden (1993) ,Drama,"Four children live with their terminally ill mother. After she dies, they try to hold things together. In their isolated house, they begin to deteriorate mentally, whilst they hide their mom's decomposing corpse in a makeshift concrete sarcophagus.",Andrew Birkin,Andrew Birkin|Ian McEwan,Charlotte Gainsbourg|Andrew Robertson|Alice Coulthard
1376,Meet Wally Sparks (1997) ,Comedy,"Wally Sparks is a tabloid television show reporter, who's trying to boost ratings on his show. He goes to the Governor's mansion to uncover a sex scandal.",Peter Baldwin,Harry Basil|Rodney Dangerfield,Rodney Dangerfield|Debi Mazar|David Ogden Stiers
1377,Hotel de Love (1996) ,Comedy|Drama|Romance,Twin brothers meet a childhood sweetheart at a tacky hotel and rediscover their love as they renew their competition for her affection.,Craig Rosenberg,Craig Rosenberg,Aden Young|Saffron Burrows|Simon Bossell
1378,Rhyme & Reason (1997) ,Documentary|Music,"A study in the world of hip-hop, done mostly with interviews, in order to see why it is as popular as it is today and what the future holds.",Peter Spirer,,B-Real|Kurtis Blow|Da Brat
1379,Love and Other Catastrophes (1996) ,Comedy|Romance,A day in the life of two film-school students trying to find love and another house-mate.,Emma-Kate Croghan,Yael Bergman|Emma-Kate Croghan,Frances O'Connor|Alice Garner|Matt Day
1380,Hollow Reed (1996) ,Drama|Romance,"Following the break-up of his marriage after revealing his homosexuality, GP Martin Wyatt loses custody of his son Oliver to his now ex-wife Hannah and her new partner Frank. It is not long…",Angela Pope,Neville Bolt|Paula Milne,Sam Bould|Martin Donovan|Ian Hart
1381,Losing Chase (1996) ,Drama,"Chase Phillips (Dame Helen Mirren), a lifetime resident of Martha's Vineyard, married Richard (Beau Bridges), and like the area, grew into the upper middle class. Her distaste for …",Kevin Bacon,Anne Meredith,Helen Mirren|Kyra Sedgwick|Beau Bridges
1382,Le bonheur (1965) ,Drama|Romance,"Fran莽ois, a young carpenter, lives a happy, uncomplicated life with his wife Th茅r猫se and their two small children. One day he meets Emilie, a clerk in the local post office.",Agn猫s Varda,Agn猫s Varda,Jean-Claude Drouot|Marie-France Boyer|Marcelle Faure-Bertin
1383,The Second Jungle Book: Mowgli & Baloo (1997) ,Adventure|Comedy|Drama,"The story of Mowgli, a young boy abandoned in the wilds of India. Raised by a panther, an elephant and a bear, Mowgli must learn civilization's ways when his long-lost uncle and a circus scout from Barnum and Bailey come looking for him.",Dee McLachlan,Matthew Horton|Bayard Johnson,Jamie Williams|Billy Campbell|Roddy McDowall
1384,The Big Squeeze (1996) ,Drama,"Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his...  ",Marcus DeLeon,Marcus DeLeon,Lara Flynn Boyle|Danny Nucci|Peter Dobson
1385,Roseanna's Grave (1997) ,Comedy|Romance|Drama,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man …",Paul Weiland,Saul Turteltaub,Jean Reno|Mercedes Ruehl|Polly Walker
1386,Tetsuo II: Body Hammer (1992) ,Action|Horror|Sci-Fi,"When metal-worshipping fanatics abduct his son, a father unleashes his dormant destructive power, as his naked rage transforms the once-feeble flesh into a grisly symbiosis of metal and tissue. Who dares to defy the ultimate body-hammer?",Shin'ya Tsukamoto,Shin'ya Tsukamoto,Tomor么 Taguchi|Shin'ya Tsukamoto|Nobu Kanaoka
1387,Fall (1997) ,Drama|Romance,Cab driver Michael and supermodel Sarah fall in love while her gorgeous husband Phillippe is in Madrid for two months.,Eric Schaeffer,Eric Schaeffer,Eric Schaeffer|Amanda De Cadenet|Rudolf Martin
1388,Gabbeh (1996) ,Drama|Mystery|Romance,When an old couple washes their gabbeh - a type of Persian rug - a young woman magically appears and tells them her life story.,Mohsen Makhmalbaf,Mohsen Makhmalbaf,Shaghayeh Djodat|Hossein Moharami|Rogheih Moharami
1389,Miss Italia nel mondo 1996             ,Music|Reality-TV|Talk-Show,,,,Paolo Bonolis
1390,The Innocent Sleep (1995) ,Crime|Drama|Thriller,"The young, bright, and decent London tramp Alan Terry (Rupert Graves) accidentally witnesses a mob execution. He gets away, but leaves enough evidence for them to come looking for him …",Scott Michell,Ray Villis,Oliver Cotton|Tony Bluto|Paul Brightwell
1391,For Ever Mozart (1996) ,Comedy|Drama|War,"Jean-Luc Godard's densely packed rumination on the need to create order and beauty in a world ruled by chaos is divided into four distinct but tangentially related stories, including the …",Jean-Luc Godard,,Madeleine Assas|Ghalya Lacroix|B茅rang猫re Allaux
1392,The Locusts (1997) ,Drama,"A drifter enters a small town looking for employment. While working at the local cattle ranch, he meets and falls in love with the beautiful Kitty and becomes involved in a deadly yet erotic love triangle.",John Patrick Kelley,John Patrick Kelley,Kate Capshaw|Jeremy Davies|Vince Vaughn
1393,Stag (1997) ,Action|Drama|Thriller,"Victor Mallick returned to his home and found out that all of his friends have arranged a surprise bachelor/stag party for him. Two strippers were hired to cheer up the party. However, when…",Gavin Wilding,Pat Bermel|Jason Schombing,John Stockwell|Mario Van Peebles|Jerry Stiller
1394,Swept from the Sea (1997) ,Drama|Mystery|Romance,"The of story of Russian emigrant Yanko Goorall and servant Amy Foster in the end of nineteenth century. When Yanko enters a farm, sick and hungry after a shipwreck, everyone is afraid of him, except for Amy.",Beeban Kidron,Joseph Conrad|Tim Willocks,Rachel Weisz|Vincent Perez|Ian McKellen
1395,Hurricane (1997) ,Crime|Drama|Romance,A teenage petty criminal dreams of escaping his increasingly unlawful lifestyle when he meets a sweet girl who hopes to one day travel to Alaska.,Morgan J. Freeman,Morgan J. Freeman,Brendan Sexton III|Shawn Elliott|Antoine McLean
1396,Stonewall (1995) ,Comedy|Drama|Romance,A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,Nigel Finch,Rikki Beadle Blair|Martin Duberman,Guillermo D铆az|Frederick Weller|Brendan Corbalis
1397,Of Human Bondage (1934) ,Drama|Romance,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,John Cromwell,Lester Cohen|W. Somerset Maugham,Bette Davis|Leslie Howard|Frances Dee
1398,Anna (1996) ,History,The film tells of faithful devotion to spiritual ideals. It is based on Riga St. Anna Stocken's Life Story of the Cistercian Monastery of Mary Magdalene.,Aloizs Brencs,,Regimantas Adomaitis|Vija Artmane|Donatas Banionis
1399,Stranger in the House (1997) ,Thriller,"A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!",Rodney Gibbons,William Hoy|Peter Liapis,Michele Greene|Bruce Dinsmore|Steve Railsback
1400,Picture Bride (1994) ,Drama|Romance,Riyo marries a man more than twice her age. She is devastated and labors in the sugar cane field. At the end she is able to love her husband.,Kayo Hatta,Kayo Hatta|Kayo Hatta,Y没ki Kud么|Akira Takayama|Cary-Hiroyuki Tagawa
1401,M. Butterfly (1993) ,Drama|Romance,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",David Cronenberg,David Henry Hwang|David Henry Hwang,Jeremy Irons|John Lone|Barbara Sukowa
1402,Io speriamo che me la cavo (1992) ,Comedy,A teacher must deal with the underworld of Naples and the family problems of his students.,Lina Wertm眉ller,Alessandro Bencivenni|Leonardo Benvenuti,Paolo Villaggio|Isa Danieli|Gigio Morra
1403,Caro Diario (Dear Diary) (2020) ,Short|Comedy,"A journey from the first to the last day of school in a fifth grade of elementary school, told through the emotions and words reported in a diary. What does it mean to grow up for a child? …",Sebastiano Rizzo,Di Blasio Piero,Giulietta Rebeggiani|Riccardo Antonaci
1404,Withnail And I             ,Documentary|Short,Alan reviews the comedy/drama film Withnail And I (1987).,,,Kermit's Ghost
1405,Boys Life 2 (1997) ,Drama,"Compilation of four short films about homoerotic situations involving young men. Tom DeCerchio directed ""Nunzio's Second Cousin"", telling the story of a gay cop who forces a gay-basher to …",Mark Christopher|Tom DeCerchio,Mark Christopher|Tom DeCerchio,Michael Saucedo|Justin Urich|Travis Sher
1406,When Night Is Falling (1995) ,Drama|Romance,"An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",Patricia Rozema,Patricia Rozema,Pascale Bussi猫res|Rachael Crawford|Henry Czerny
1407,The Specialist (1994) ,Action|Drama|Thriller,A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,Luis Llosa,John Shirley|Alexandra Seros,Sylvester Stallone|Sharon Stone|James Woods
1408,Gordy (1994) ,Comedy|Drama|Family,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.,Mark Lewis,Jay Sommers|Dick Chevillat,Kristy Young|Doug Stone|James Donadio
1409,The Swan Princess (1994) ,Animation|Comedy|Family,A power-hungry sorcerer curses a princess to live as a swan by day in this tale of everlasting love.,Richard Rich,Richard Rich|Brian Nissen,Jack Palance|Howard McGillin|Michelle Nicastro
1410,Sugar Hill (1993) ,Crime|Drama|Thriller,"A drug dealer tries to get out of the life and start anew with his girlfriend, but the transition is tragically difficult.",Leon Ichaso,Barry Michael Cooper,Wesley Snipes|Michael Wright|Khandi Alexander
1411,Barbarella (1968) ,Adventure|Comedy|Fantasy,"Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy.",Roger Vadim,Jean-Claude Forest|Terry Southern,Jane Fonda|John Phillip Law|Anita Pallenberg
1412,The Land Before Time III: The Time of the Great Giving (1995)             ,Animation,,,,
1413,Street Fighter (1994) ,Action|Adventure|Comedy,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,Steven E. de Souza,Steven E. de Souza,Jean-Claude Van Damme|Raul Julia|Ming-Na Wen
1414,Coldblooded (1995) ,Action|Comedy|Thriller,A bookie is promoted to Hitman and seemingly excels at his new found job.,Wallace Wolodarsky,Wallace Wolodarsky,Jason Priestley|Kimberly Williams-Paisley|Peter Riegert
1415,The Next Karate Kid (1994)             ,Talk-Show,,,,
